pred,mean_return,median_return,std_return,avg_time_drawdown,sharpe,max_drawdown,cluster_size,silhouette_score,dataset,model,n_clusters,preprocessing
0,0.0003644152438176892,0.0003786754628338481,0.00508975601983449,33.654727643728855,0.14637964387735053,0.08715326266359631,1028,0.33597398758780245,test,KMeansTrainer,3,scalling
1,-0.0001330530074992076,-0.00034519942782237846,0.012239378279350038,117.9775881189036,-0.009169102690468183,0.37517157448601246,338,0.33597398758780245,test,KMeansTrainer,3,scalling
2,0.0006905448396350195,0.0007168493371041953,0.003707471315960432,5.559227549275564,1.9053458048982255,0.06367336766149152,336,0.33597398758780245,test,KMeansTrainer,3,scalling
0,0.0005319062134710165,0.00048540821876300294,0.004719286134693637,10.147517349497717,0.2070017404175653,0.04109692127226438,743,0.18160258974219814,validation,KMeansTrainer,3,scalling
1,-0.004975558987813415,-0.00028881925941368617,0.03299430712455051,35.032165618986326,-0.056592695150851316,0.24464951917595132,162,0.18160258974219814,validation,KMeansTrainer,3,scalling
2,0.0011387271016390064,0.0010090227334101966,0.0061763905532330925,5.8969610862179955,0.6161996548012313,0.04916609503541907,624,0.18160258974219814,validation,KMeansTrainer,3,scalling
0,0.00040761236749427716,0.0004419312539382792,0.0024100471651296983,14.204003838839945,0.8686675069565374,0.044509803888324456,1144,0.7415347080050093,train,KMeansTrainer,3,PCA
1,2.4090254294803457e-05,0.00012761913270143178,0.013384926625208652,280.5103618992189,-0.025628894158742383,0.6176646895003028,479,0.7415347080050093,train,KMeansTrainer,3,PCA
2,0.00027932105744274025,0.0002693850950574722,0.010902262643664243,136.65274306964542,0.03583951916709139,0.4058549194154222,315,0.7415347080050093,train,KMeansTrainer,3,PCA
0,0.0004457582542832616,0.0004251385340870072,0.004905097506918406,21.125604666446357,0.590191556231586,0.08437830358379084,1337,0.7022707759629924,test,KMeansTrainer,3,PCA
2,-9.399661849178575e-05,-0.00015054211950160854,0.011114449430747844,131.77110087523423,-0.004139186409010327,0.34241645434844387,365,0.7022707759629924,test,KMeansTrainer,3,PCA
0,0.00019603104774750297,0.0006170698313694287,0.008309728618359716,11.049391719262667,0.34607119758782307,0.06595675468534862,1529,,validation,KMeansTrainer,3,PCA
0,0.00034691899657045776,0.00041838094781578673,0.005333028243458521,74.27800008702833,0.1652906349023126,0.13644889285667133,973,0.3599803239161289,train,KMeansTrainer,3,PCA_scalling
1,-2.195936611401312e-05,3.6807571817318724e-06,0.014087901222614245,259.1281652575515,-0.032018870258423635,0.7019718408632094,461,0.3599803239161289,train,KMeansTrainer,3,PCA_scalling
2,0.00047302578855284067,0.0004816939141407582,0.0018236658702921605,3.8271419442207644,1.679963784966385,0.036212520133463384,504,0.3599803239161289,train,KMeansTrainer,3,PCA_scalling
0,0.0003644152438176892,0.0003786754628338481,0.00508975601983449,33.654727643728855,0.14637964387735053,0.08715326266359631,1028,0.33597398758780245,test,KMeansTrainer,3,PCA_scalling
1,-0.0001330530074992076,-0.00034519942782237846,0.012239378279350038,117.9775881189036,-0.009169102690468183,0.37517157448601246,338,0.33597398758780245,test,KMeansTrainer,3,PCA_scalling
2,0.0006905448396350195,0.0007168493371041953,0.003707471315960432,5.559227549275564,1.9053458048982255,0.06367336766149152,336,0.33597398758780245,test,KMeansTrainer,3,PCA_scalling
0,0.0005319062134710165,0.00048540821876300294,0.004719286134693637,10.147517349497717,0.2070017404175653,0.04109692127226438,743,0.18160258974219814,validation,KMeansTrainer,3,PCA_scalling
1,-0.004975558987813415,-0.00028881925941368617,0.03299430712455051,35.032165618986326,-0.056592695150851316,0.24464951917595132,162,0.18160258974219814,validation,KMeansTrainer,3,PCA_scalling
2,0.0011387271016390064,0.0010090227334101966,0.0061763905532330925,5.8969610862179955,0.6161996548012313,0.04916609503541907,624,0.18160258974219814,validation,KMeansTrainer,3,PCA_scalling
0,0.0004953885551425962,0.0004595071443046239,0.009615274041227502,79.38956150455004,0.06165722352497849,0.26595694254051644,263,0.6899731446102115,train,KMeansTrainer,4,just_filter
1,2.106464260457476e-05,0.00012119838177954378,0.013611031172603677,283.88466068260215,-0.02798008200527012,0.628568868762419,453,0.6899731446102115,train,KMeansTrainer,4,just_filter
2,0.00021485525842363746,0.00016857535937959877,0.012380153643306847,180.51379961693894,0.019194358803591632,0.5033473652657011,188,0.6899731446102115,train,KMeansTrainer,4,just_filter
3,0.0003729319648250561,0.00042950658660625437,0.0015286300427113822,9.906825450093905,0.9532102747583343,0.024475071012826723,1034,0.6899731446102115,train,KMeansTrainer,4,just_filter
0,0.00017268022509931932,0.00016705798008129265,0.008889777608067041,73.00351477154564,0.024121850647145362,0.22054551334789915,428,0.7146451367340357,test,KMeansTrainer,4,just_filter
2,-0.00023950213178830507,-0.0003506412456916747,0.012217195343991688,165.69317752395943,-0.017322013582704167,0.3830674453235996,194,0.7146451367340357,test,KMeansTrainer,4,just_filter
3,0.0004946539791218902,0.0004722091968941048,0.004111045088875732,11.99204120058297,0.7227885427781557,0.06396966076206594,1080,0.7146451367340357,test,KMeansTrainer,4,just_filter
0,-0.00036986507918365636,-0.00031670800206081074,0.007958078884549604,59.75777154325033,-0.055994351434261506,0.11490253934129248,70,0.8056303006969325,validation,KMeansTrainer,4,just_filter
3,0.00022318165013624945,0.0006618706869829427,0.008326600092908521,8.712457800359902,0.3653615255052637,0.06360843054147194,1459,0.8056303006969325,validation,KMeansTrainer,4,just_filter
0,0.0003422827247973884,0.0004131649977200995,0.004980667918259259,70.84775109590841,0.19237790996235468,0.1266839564914575,991,0.39174325713669245,train,KMeansTrainer,4,scalling
1,-2.373892573628147e-05,3.993709692070498e-06,0.014033630463061914,259.2784547644473,-0.031972560714247596,0.6956951744939089,462,0.39174325713669245,train,KMeansTrainer,4,scalling
2,0.0003763077289269351,0.00044417872859837997,0.00021883190266109548,0.651389424365927,1.8769112961807344,0.002054582559432725,433,0.39174325713669245,train,KMeansTrainer,4,scalling
3,0.0014357282712637366,0.0009218120752120635,0.02093371439145714,65.01228366012954,0.08059729278665159,0.5150056882171463,52,0.39174325713669245,train,KMeansTrainer,4,scalling
0,0.0003550520545771342,0.0003641021243946213,0.004886273141705391,33.549575593262794,0.15675628462463387,0.08277042508606222,1022,0.38347778547967315,test,KMeansTrainer,4,scalling
1,-0.00013507618738863936,-0.0003470152352683653,0.012264305906481178,118.29415491605671,-0.0093827641750558,0.37662098925072984,336,0.38347778547967315,test,KMeansTrainer,4,scalling
2,0.00044414405741471577,0.0004462193188345379,0.0002235831542813006,0.10956902433759201,2.6473814028083997,0.0012705777269900538,234,0.38347778547967315,test,KMeansTrainer,4,scalling
3,0.0012751155452447917,0.0013957433978893405,0.01316357286791329,20.738579988133157,0.10032495692381034,0.23965868831267148,110,0.38347778547967315,test,KMeansTrainer,4,scalling
0,0.0005358636141918515,0.0004973599759549789,0.004222499880510087,9.20075154953454,0.24279259915049592,0.035811918688286655,805,0.1791676432019862,validation,KMeansTrainer,4,scalling
1,-0.0050071313822777925,-0.000290392952780049,0.03316547814166067,35.14644731537755,-0.05706714761377797,0.24597793417801073,161,0.1791676432019862,validation,KMeansTrainer,4,scalling
2,0.0005494553454059966,0.0005550833607986084,0.0003528137206200425,0.1742661941589609,2.040372383321031,0.001202745752212895,134,0.1791676432019862,validation,KMeansTrainer,4,scalling
3,0.0014006582723631994,0.0012016249104211492,0.00913646534799751,8.871760497865326,0.16194109602897977,0.07518803738081827,429,0.1791676432019862,validation,KMeansTrainer,4,scalling
0,0.0004953885551425962,0.0004595071443046239,0.009615274041227502,79.38956150455004,0.06165722352497849,0.26595694254051644,263,0.6899731446101955,train,KMeansTrainer,4,PCA
1,2.106464260457476e-05,0.00012119838177954378,0.013611031172603677,283.88466068260215,-0.02798008200527012,0.628568868762419,453,0.6899731446101955,train,KMeansTrainer,4,PCA
2,0.00021485525842363746,0.00016857535937959877,0.012380153643306847,180.51379961693894,0.019194358803591632,0.5033473652657011,188,0.6899731446101955,train,KMeansTrainer,4,PCA
3,0.0003729319648250561,0.00042950658660625437,0.0015286300427113822,9.906825450093905,0.9532102747583343,0.024475071012826723,1034,0.6899731446101955,train,KMeansTrainer,4,PCA
0,0.00017268022509931932,0.00016705798008129265,0.008889777608067041,73.00351477154564,0.024121850647145362,0.22054551334789915,428,0.7146451367340396,test,KMeansTrainer,4,PCA
2,-0.00023950213178830507,-0.0003506412456916747,0.012217195343991688,165.69317752395943,-0.017322013582704167,0.3830674453235996,194,0.7146451367340396,test,KMeansTrainer,4,PCA
3,0.0004946539791218902,0.0004722091968941048,0.004111045088875732,11.99204120058297,0.7227885427781557,0.06396966076206594,1080,0.7146451367340396,test,KMeansTrainer,4,PCA
0,-0.00036986507918365636,-0.00031670800206081074,0.007958078884549604,59.75777154325033,-0.055994351434261506,0.11490253934129248,70,0.8056303006969349,validation,KMeansTrainer,4,PCA
3,0.00022318165013624945,0.0006618706869829427,0.008326600092908521,8.712457800359902,0.3653615255052637,0.06360843054147194,1459,0.8056303006969349,validation,KMeansTrainer,4,PCA
0,0.0003422827247973884,0.0004131649977200995,0.004980667918259259,70.84775109590841,0.19237790996235468,0.1266839564914575,991,0.39174325713669245,train,KMeansTrainer,4,PCA_scalling
1,-2.373892573628147e-05,3.993709692070498e-06,0.014033630463061914,259.2784547644473,-0.031972560714247596,0.6956951744939089,462,0.39174325713669245,train,KMeansTrainer,4,PCA_scalling
2,0.0003763077289269351,0.00044417872859837997,0.00021883190266109548,0.651389424365927,1.8769112961807344,0.002054582559432725,433,0.39174325713669245,train,KMeansTrainer,4,PCA_scalling
3,0.0014357282712637366,0.0009218120752120635,0.02093371439145714,65.01228366012954,0.08059729278665159,0.5150056882171463,52,0.39174325713669245,train,KMeansTrainer,4,PCA_scalling
0,0.0003550520545771342,0.0003641021243946213,0.004886273141705391,33.549575593262794,0.15675628462463387,0.08277042508606222,1022,0.38347778547967315,test,KMeansTrainer,4,PCA_scalling
1,-0.00013507618738863936,-0.0003470152352683653,0.012264305906481178,118.29415491605671,-0.0093827641750558,0.37662098925072984,336,0.38347778547967315,test,KMeansTrainer,4,PCA_scalling
2,0.00044414405741471577,0.0004462193188345379,0.0002235831542813006,0.10956902433759201,2.6473814028083997,0.0012705777269900538,234,0.38347778547967315,test,KMeansTrainer,4,PCA_scalling
3,0.0012751155452447917,0.0013957433978893405,0.01316357286791329,20.738579988133157,0.10032495692381034,0.23965868831267148,110,0.38347778547967315,test,KMeansTrainer,4,PCA_scalling
0,0.0005358636141918515,0.0004973599759549789,0.004222499880510087,9.20075154953454,0.24279259915049592,0.035811918688286655,805,0.1791676432019862,validation,KMeansTrainer,4,PCA_scalling
1,-0.0050071313822777925,-0.000290392952780049,0.03316547814166067,35.14644731537755,-0.05706714761377797,0.24597793417801073,161,0.1791676432019862,validation,KMeansTrainer,4,PCA_scalling
2,0.0005494553454059966,0.0005550833607986084,0.0003528137206200425,0.1742661941589609,2.040372383321031,0.001202745752212895,134,0.1791676432019862,validation,KMeansTrainer,4,PCA_scalling
3,0.0014006582723631994,0.0012016249104211492,0.00913646534799751,8.871760497865326,0.16194109602897977,0.07518803738081827,429,0.1791676432019862,validation,KMeansTrainer,4,PCA_scalling
0,0.0005132159774910751,0.0004844207536653585,0.0066124585077222365,41.04634975724293,0.09536524290595061,0.13456084038469607,284,0.684691943688369,train,KMeansTrainer,5,just_filter
1,1.8231127786137786e-05,0.0001162990459020732,0.013662879057665367,284.629921681437,-0.02869320364146404,0.6324883088446696,446,0.684691943688369,train,KMeansTrainer,5,just_filter
2,0.00019667716116403237,0.00018072368355253864,0.012221590624080767,190.7517249412904,0.01733137319863887,0.5139658112063273,166,0.684691943688369,train,KMeansTrainer,5,just_filter
3,0.0003751069906079878,0.0004292820489993653,0.0009972752961954824,4.7801983313521355,1.1329737245988034,0.014119626414799783,853,0.684691943688369,train,KMeansTrainer,5,just_filter
4,0.00031394085171005976,0.0003488499271588071,0.009267959767055732,102.19605233027306,0.04856444972975948,0.3013622811042084,189,0.684691943688369,train,KMeansTrainer,5,just_filter
0,0.00039626113437002316,0.00030079996385376604,0.008665464000470163,43.26302687667192,0.05497175621730291,0.1615201094228479,483,0.5861824627739316,test,KMeansTrainer,5,just_filter
2,-0.00027825279883157775,-0.0003960951364069374,0.012541181870781435,169.9481525215322,-0.019815536956205915,0.39905744858127,168,0.5861824627739316,test,KMeansTrainer,5,just_filter
3,0.00048073734618219534,0.000505504085362348,0.002617431282260248,6.878964629177763,0.9158747884338829,0.03714653636993485,832,0.5861824627739316,test,KMeansTrainer,5,just_filter
4,7.784881509870438e-05,6.456871146011178e-05,0.009793830664904002,96.67011452955899,0.010708381831216906,0.2823471016257337,219,0.5861824627739316,test,KMeansTrainer,5,just_filter
0,-3.43438069317303e-06,4.006353724255121e-05,0.01009369851429203,40.86927109315085,-0.005458980275152166,0.12622397667529867,191,0.7561547754598159,validation,KMeansTrainer,5,just_filter
3,0.00022450481219605986,0.0006994376954787214,0.00805506624905996,6.792592795187448,0.3962522618418053,0.057353586224899854,1338,0.7561547754598159,validation,KMeansTrainer,5,just_filter
0,0.0003476689570192007,0.0004201326990403098,0.004834605987460237,66.55856396130564,0.1981744990337174,0.12124467432849952,964,0.40425718723541454,train,KMeansTrainer,5,scalling
1,5.143697897788099e-06,2.46864251535455e-05,0.013292117614166847,256.967777835087,-0.028945087058563364,0.5862908949411716,478,0.40425718723541454,train,KMeansTrainer,5,scalling
2,0.00037620776268687935,0.00044410075981438964,0.00021831743532575287,0.6526753439352013,1.8790544815194332,0.0020396996263959974,432,0.40425718723541454,train,KMeansTrainer,5,scalling
3,0.0014333724385676779,0.0008788466130868363,0.021701834144082357,69.24521494359905,0.07920161994821903,0.6187542838148102,53,0.40425718723541454,train,KMeansTrainer,5,scalling
4,-0.000933467415576717,-0.0003348370744719104,0.0312712554506403,246.7683821669153,-0.034986466753279793,3.9838964017640603,11,0.40425718723541454,train,KMeansTrainer,5,scalling
0,0.00036814686642504957,0.00037622690773150293,0.004695984791448813,30.720795201943254,0.1657848966336172,0.07754389533402138,974,0.3786404525232813,test,KMeansTrainer,5,scalling
1,-7.793700369334512e-05,-0.00028321555046477827,0.011340359655279646,114.05344377388141,-0.005861291032989721,0.2920904164991578,380,0.3786404525232813,test,KMeansTrainer,5,scalling
2,0.0004440607593419784,0.00044622368874611893,0.00022132844510712265,0.10798808707775337,2.662132847310631,0.001256543471133878,232,0.3786404525232813,test,KMeansTrainer,5,scalling
3,0.0012751155452447917,0.0013957433978893405,0.01316357286791329,20.738579988133157,0.10032495692381034,0.23965868831267148,110,0.3786404525232813,test,KMeansTrainer,5,scalling
4,-0.0017622954019290502,-0.00040273700909226884,0.03872038972669146,128.787510472487,-0.053742820658472,4.103285267332773,6,0.3786404525232813,test,KMeansTrainer,5,scalling
0,0.0005404384327716185,0.000509004607538352,0.00420272772379763,9.031926304642646,0.24684118538451466,0.03574717554254945,806,0.27320811328752814,validation,KMeansTrainer,5,scalling
1,-0.0002336929105297939,-0.00035698370486204336,0.008430057535605592,40.258965587383344,-0.03189365392744409,0.10779521890764487,140,0.27320811328752814,validation,KMeansTrainer,5,scalling
2,0.0005497942846724421,0.0005562104808545574,0.000347346232587099,0.17235291997939514,2.0662554324462556,0.0011765332506993714,131,0.27320811328752814,validation,KMeansTrainer,5,scalling
3,0.0014105350821605235,0.0012004226313895102,0.00916599136493446,8.878455829986347,0.16188037607492745,0.07523334499020802,423,0.27320811328752814,validation,KMeansTrainer,5,scalling
4,-0.02661463063378664,8.887693444556134e-05,0.1453535087334533,6.909210564670699,-0.155202878912035,0.8609135514770103,29,0.27320811328752814,validation,KMeansTrainer,5,scalling
0,0.0005132159774910751,0.0004844207536653585,0.0066124585077222365,41.04634975724293,0.09536524290595061,0.13456084038469607,284,0.6846919436883542,train,KMeansTrainer,5,PCA
1,1.8231127786137786e-05,0.0001162990459020732,0.013662879057665367,284.629921681437,-0.02869320364146404,0.6324883088446696,446,0.6846919436883542,train,KMeansTrainer,5,PCA
2,0.00019667716116403237,0.00018072368355253864,0.012221590624080767,190.7517249412904,0.01733137319863887,0.5139658112063273,166,0.6846919436883542,train,KMeansTrainer,5,PCA
3,0.0003751069906079878,0.0004292820489993653,0.0009972752961954824,4.7801983313521355,1.1329737245988034,0.014119626414799783,853,0.6846919436883542,train,KMeansTrainer,5,PCA
4,0.00031394085171005976,0.0003488499271588071,0.009267959767055732,102.19605233027306,0.04856444972975948,0.3013622811042084,189,0.6846919436883542,train,KMeansTrainer,5,PCA
0,0.00039626113437002316,0.00030079996385376604,0.008665464000470163,43.26302687667192,0.05497175621730291,0.1615201094228479,483,0.5861824627739456,test,KMeansTrainer,5,PCA
2,-0.00027825279883157775,-0.0003960951364069374,0.012541181870781435,169.9481525215322,-0.019815536956205915,0.39905744858127,168,0.5861824627739456,test,KMeansTrainer,5,PCA
3,0.00048073734618219534,0.000505504085362348,0.002617431282260248,6.878964629177763,0.9158747884338829,0.03714653636993485,832,0.5861824627739456,test,KMeansTrainer,5,PCA
4,7.784881509870438e-05,6.456871146011178e-05,0.009793830664904002,96.67011452955899,0.010708381831216906,0.2823471016257337,219,0.5861824627739456,test,KMeansTrainer,5,PCA
0,-3.43438069317303e-06,4.006353724255121e-05,0.01009369851429203,40.86927109315085,-0.005458980275152166,0.12622397667529867,191,0.7561547754598236,validation,KMeansTrainer,5,PCA
3,0.00022450481219605986,0.0006994376954787214,0.00805506624905996,6.792592795187448,0.3962522618418053,0.057353586224899854,1338,0.7561547754598236,validation,KMeansTrainer,5,PCA
0,0.0003476689570192007,0.0004201326990403098,0.004834605987460237,66.55856396130564,0.1981744990337174,0.12124467432849952,964,0.40425718723541454,train,KMeansTrainer,5,PCA_scalling
1,5.143697897788099e-06,2.46864251535455e-05,0.013292117614166847,256.967777835087,-0.028945087058563364,0.5862908949411716,478,0.40425718723541454,train,KMeansTrainer,5,PCA_scalling
2,0.00037620776268687935,0.00044410075981438964,0.00021831743532575287,0.6526753439352013,1.8790544815194332,0.0020396996263959974,432,0.40425718723541454,train,KMeansTrainer,5,PCA_scalling
3,0.0014333724385676779,0.0008788466130868363,0.021701834144082357,69.24521494359905,0.07920161994821903,0.6187542838148102,53,0.40425718723541454,train,KMeansTrainer,5,PCA_scalling
4,-0.000933467415576717,-0.0003348370744719104,0.0312712554506403,246.7683821669153,-0.034986466753279793,3.9838964017640603,11,0.40425718723541454,train,KMeansTrainer,5,PCA_scalling
0,0.00036814686642504957,0.00037622690773150293,0.004695984791448813,30.720795201943254,0.1657848966336172,0.07754389533402138,974,0.3786404525232813,test,KMeansTrainer,5,PCA_scalling
1,-7.793700369334512e-05,-0.00028321555046477827,0.011340359655279646,114.05344377388141,-0.005861291032989721,0.2920904164991578,380,0.3786404525232813,test,KMeansTrainer,5,PCA_scalling
2,0.0004440607593419784,0.00044622368874611893,0.00022132844510712265,0.10798808707775337,2.662132847310631,0.001256543471133878,232,0.3786404525232813,test,KMeansTrainer,5,PCA_scalling
3,0.0012751155452447917,0.0013957433978893405,0.01316357286791329,20.738579988133157,0.10032495692381034,0.23965868831267148,110,0.3786404525232813,test,KMeansTrainer,5,PCA_scalling
4,-0.0017622954019290502,-0.00040273700909226884,0.03872038972669146,128.787510472487,-0.053742820658472,4.103285267332773,6,0.3786404525232813,test,KMeansTrainer,5,PCA_scalling
0,0.0005404384327716185,0.000509004607538352,0.00420272772379763,9.031926304642646,0.24684118538451466,0.03574717554254945,806,0.27320811328752814,validation,KMeansTrainer,5,PCA_scalling
1,-0.0002336929105297939,-0.00035698370486204336,0.008430057535605592,40.258965587383344,-0.03189365392744409,0.10779521890764487,140,0.27320811328752814,validation,KMeansTrainer,5,PCA_scalling
2,0.0005497942846724421,0.0005562104808545574,0.000347346232587099,0.17235291997939514,2.0662554324462556,0.0011765332506993714,131,0.27320811328752814,validation,KMeansTrainer,5,PCA_scalling
3,0.0014105350821605235,0.0012004226313895102,0.00916599136493446,8.878455829986347,0.16188037607492745,0.07523334499020802,423,0.27320811328752814,validation,KMeansTrainer,5,PCA_scalling
4,-0.02661463063378664,8.887693444556134e-05,0.1453535087334533,6.909210564670699,-0.155202878912035,0.8609135514770103,29,0.27320811328752814,validation,KMeansTrainer,5,PCA_scalling
0,0.0003602729667992565,0.0004169433235529554,0.0012973497861694806,12.809398243795354,0.9259751235486205,0.02040475859300755,1053,0.6177078409465888,train,GMMTrainer,2,just_filter
1,0.00021069658675198867,0.00024012870543640562,0.012696697421809143,203.58323328540177,0.020019244177601734,0.5120211194760558,885,0.6177078409465888,train,GMMTrainer,2,just_filter
0,0.00037880100522711817,0.00038667571928391873,0.0016827626933280566,12.113044132587037,0.8831616622304715,0.020917326925722405,864,0.3500086928994912,test,GMMTrainer,2,just_filter
1,0.0002796968397505832,0.0002140507458173458,0.010931959954579273,78.61063857749889,0.029264476700733184,0.26219955520869476,838,0.3500086928994912,test,GMMTrainer,2,just_filter
0,0.000599903248953617,0.0005462681383673614,0.003100518702215486,8.320748777338109,0.4860741539412879,0.023085794414457576,1004,0.21550363323377247,validation,GMMTrainer,2,just_filter
1,-0.0005763264570352371,0.0007524696404629061,0.01827172243894792,16.267596507247916,0.07833221058043503,0.14794236251768123,525,0.21550363323377247,validation,GMMTrainer,2,just_filter
0,0.0002103596927689469,0.00024353445277553213,0.012534605026963401,199.67570854915596,0.020356110157291808,0.5029963098728608,902,0.31003146442950535,train,GMMTrainer,2,scalling
1,0.0003630207243605569,0.00041687948610902607,0.001251421630131822,13.081050865789937,0.9405479004169862,0.02019520273110601,1036,0.31003146442950535,train,GMMTrainer,2,scalling
0,0.0002821576079136506,0.00021908000065740777,0.01040322270157693,74.87599352393046,0.032112934318029036,0.2454023486889646,911,0.13947685508786223,test,GMMTrainer,2,scalling
1,0.0003851130713247576,0.0003968147482393718,0.0014381207684403146,10.277313727179049,0.9586857452321332,0.017995269371761845,791,0.13947685508786223,test,GMMTrainer,2,scalling
0,-6.735385630560964e-05,0.0006808266396640721,0.013375198646851183,16.62237766476745,0.0902315770002799,0.10911015643859584,874,0.03742465905014538,validation,GMMTrainer,2,scalling
1,0.0005474789960565418,0.0005319958612174927,0.001550612885685602,3.6130715415967427,0.6874510882649417,0.008374963643611108,655,0.03742465905014538,validation,GMMTrainer,2,scalling
